Date,Song,Artist,Rank,Last Week,Peak Position,Weeks in Charts
2024-01-31,Take Me Back To Eden,Sleep Token,199,16,6,-
2024-01-31,Unapologetic,Rihanna,200,1,78,-
2024-02-07,One Thing At A Time,Morgan Wallen,1,2,1,48
2024-02-07,American Dream,21 Savage,2,1,1,3
2024-02-07,For All The Dogs,Drake,3,3,1,17
2024-02-07,Stick Season,Noah Kahan,4,5,3,62
2024-02-07,1989 (Taylor's Version),Taylor Swift,5,6,1,14
2024-02-07,SOS,SZA,6,7,1,60
2024-02-07,Lover,Taylor Swift,7,10,1,232
2024-02-07,Zach Bryan,Zach Bryan,8,9,1,23
2024-02-07,Midnights,Taylor Swift,9,11,1,67
2024-02-07,Dangerous: The Double Album,Morgan Wallen,10,13,1,160
2024-02-07,Pink Friday 2,Nicki Minaj,11,8,1,8
2024-02-07,Utopia,Travis Scott,12,15,1,27
2024-02-07,Folklore,Taylor Swift,13,12,1,184
2024-02-07,American Heartbreak,Zach Bryan,14,17,5,89
2024-02-07,Genesis,Peso Pluma,15,18,3,32
2024-02-07,reputation,Taylor Swift,16,19,1,280
2024-02-07,Guts,Olivia Rodrigo,17,16,1,21
2024-02-07,Pa Las Baby's y Belikeada,Fuerza Regida,18,23,14,15
2024-02-07,Nadie Sabe Lo Que Va A Pasar Manana,Bad Bunny,19,22,1,16
2024-02-07,Orquideas,Kali Uchis,20,14,2,3
2024-02-07,Think Later,Tate McRae,21,20,4,8
2024-02-07,Nostalgia,Rod Wave,22,24,1,20
2024-02-07,Take Care,Drake,23,25,1,570
2024-02-07,The Ceremony,Kevin Gates,24,24,1,-
2024-02-07,Dave's Picks; Volume 49: Frost Amphitheatre; Stanford U.; Palo Alto; CA...,Grateful Dead,25,25,1,-
2024-02-07,Speak Now (Taylor's Version),Taylor Swift,26,26,1,30
2024-02-07,Un Verano Sin Ti,Bad Bunny,27,32,1,91
2024-02-07,Curtain Call: The Hits,Eminem,28,31,1,669
2024-02-07,Heroes & Villains,Metro Boomin,29,29,1,61
2024-02-07,My Turn,Lil Baby,30,36,1,205
2024-02-07,Gettin' Old,Luke Combs,31,30,4,45
2024-02-07,Sour,Olivia Rodrigo,32,28,1,141
2024-02-07,Red (Taylor's Version),Taylor Swift,33,33,1,116
2024-02-07,Evermore,Taylor Swift,34,27,1,164
2024-02-07,Barbie: The Album,Soundtrack,35,35,2,28
2024-02-07,The Diamond Collection,Post Malone,36,21,16,12
2024-02-07,Scarlet,Doja Cat,37,34,4,19
2024-02-07,Ctrl,SZA,38,38,3,347
2024-02-07,Starboy,The Weeknd,39,40,1,326
2024-02-07,Diamonds,Elton John,40,39,7,325
2024-02-07,Religiously. The Album.,Bailey Zimmerman,41,41,7,38
2024-02-07,Wall Of Eyes,The Smile,42,42,1,-
2024-02-07,All Is Yellow,Lyrical Lemonade,43,43,1,-
2024-02-07,Rumours,Fleetwood Mac,44,46,1,566
2024-02-07,I've Tried Everything But Therapy (Part I),Teddy Swims,45,43,43,17
2024-02-07,Certified Lover Boy,Drake,46,42,1,126
2024-02-07,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,47,45,18,679
2024-02-07,Her Loss,Drake & 21 Savage,48,44,1,65
2024-02-07,This One's For You,Luke Combs,49,52,4,348
2024-02-07,Greatest Hits,Queen,50,47,8,580
2024-02-07,Scorpion,Drake,51,50,1,292
2024-02-07,DAMN.,Kendrick Lamar,52,49,1,355
2024-02-07,The Highlights,The Weeknd,53,71,2,150
2024-02-07,good kid; m.A.A.d city,Kendrick Lamar,54,51,2,588
2024-02-07,Blonde,Frank Ocean,55,53,1,367
2024-02-07,Higher,Chris Stapleton,56,48,3,12
2024-02-07,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,57,73,5,820
2024-02-07,Graduation,Kanye West,58,55,1,313
2024-02-07,Journey's Greatest Hits,Journey,59,10,790,-
2024-02-07,Whitsitt Chapel,Jelly Roll,60,56,3,35
2024-02-07,If I Know Me,Morgan Wallen,61,68,10,279
2024-02-07,Views,Drake,62,61,1,403
2024-02-07,Goodbye & Good Riddance,Juice WRLD,63,59,4,298
2024-02-07,Manana Sera Bonito,Karol G,64,62,1,49
2024-02-07,Born To Die,Lana Del Rey,65,60,2,521
2024-02-07,2014 Forest Hills Drive,J. Cole,66,67,1,478
2024-02-07,1989,Taylor Swift,67,69,1,477
2024-02-07,After Hours,The Weeknd,68,66,1,126
2024-02-07,ASTROWORLD,Travis Scott,69,72,1,287
2024-02-07,Traveller,Chris Stapleton,70,65,1,438
2024-02-07,Golden,Jung Kook,71,58,2,13
2024-02-07,Trolls: Band Together,Soundtrack,72,63,43,11
2024-02-07,Fearless (Taylor's Version),Taylor Swift,73,70,1,134
2024-02-07,ANTI,Rihanna,74,77,1,405
2024-02-07,Channel Orange,Frank Ocean,75,75,2,163
2024-02-07,El Comienzo,Grupo Frontera,76,74,34,26
2024-02-07,TEC,Lil Tecca,77,64,11,17
2024-02-07,The Best Of Nickelback: Volume 1,Nickelback,78,82,21,173
2024-02-07,Hozier,Hozier,79,78,2,303
2024-02-07,I Never Liked You,Future,80,80,1,92
2024-02-07,The Mockingbird & The Crow,HARDY,81,79,4,54
2024-02-07,What You See Is What You Get,Luke Combs,82,90,1,221
2024-02-07,Emails I Can't Send,Sabrina Carpenter,83,76,23,19
2024-02-07,20 Number Ones,Thomas Rhett,84,83,22,18
2024-02-07,T R A P S O U L,Bryson Tiller,85,81,8,356
2024-02-07,More Life,Drake,86,85,1,342
2024-02-07,Saviors,Green Day,87,4,4,2
2024-02-07,Starting Over,Chris Stapleton,88,86,3,168
2024-02-07,$ad Boyz 4 Life II,Junior H,89,84,14,17
2024-02-07,Harry's House,Harry Styles,90,88,1,89
2024-02-07,Nevermind,Nirvana,91,91,1,655
2024-02-07,Hamilton: An American Musical,Original Broadway Cast,92,92,2,436
2024-02-07,Everybody Can't Go,Benny The Butcher,93,93,1,-
2024-02-07,Manana Sera Bonito (Bichota Season),Karol G,94,87,3,25
2024-02-07,Hazbin Hotel: Season One (Pt.1) (EP),Soundtrack,95,95,1,-
2024-02-07,A Gift & A Curse,Gunna,96,89,3,33
2024-02-07,Over It,Summer Walker,97,95,2,226
2024-02-07,The Beatles 1962-1966,The Beatles,98,96,3,187
2024-02-07,Savage Mode II,21 Savage & Metro Boomin,99,97,1,139
2024-02-07,The Fame,Lady Gaga,100,93,2,351
2024-02-07,AM,Arctic Monkeys,101,98,6,288
2024-02-07,Sol Maria,Eladio Carrion,102,37,37,2
2024-02-07,Curtain Call 2,Eminem,103,6,52,-
2024-02-07,Greatest Hits,2Pac,104,105,3,507
2024-02-07,Wasteland,Brent Faiyaz,105,94,2,82
2024-02-07,Greatest Hits,Tom Petty And The Heartbreakers,106,102,2,551
2024-02-07,DS2,Future,107,103,1,252
2024-02-07,Doo-Wops & Hooligans,Bruno Mars,108,100,3,661
2024-02-07,My Beautiful Dark Twisted Fantasy,Kanye West,109,104,1,256
2024-02-07,Amar,BigXthaPlug,110,99,99,25
2024-02-07,Larger Than Life,Brent Faiyaz,111,101,11,14
2024-02-07,The Essential Michael Jackson,Michael Jackson,112,118,31,459
2024-02-07,Elisabeth,Zach Bryan,113,117,83,34
2024-02-07,Teenage Dream,Katy Perry,114,108,1,358
2024-02-07,Greatest Hits,Guns N' Roses,115,115,3,661
2024-02-07,Leather,Cody Johnson,116,120,18,11
2024-02-07,Planet Her,Doja Cat,117,112,2,136
2024-02-07,Bell Bottom Country,Lainey Wilson,118,113,51,63
2024-02-07,Greatest Hits,Pitbull,119,124,102,142
2024-02-07,50 Number Ones,George Strait,120,121,1,269
2024-02-07,Bluebird Days,Jordan Davis,121,110,19,45
2024-02-07,Greatest Hits,Foo Fighters,122,119,11,244
2024-02-07,Gold: Greatest Hits,ABBA,123,116,25,311
2024-02-07,When We All Fall Asleep; Where Do We Go?,Billie Eilish,124,107,1,253
2024-02-07,IGOR,Tyler| The Creator,125,109,1,225
2024-02-07,Future Nostalgia,Dua Lipa,126,122,3,198
2024-02-07,Hood Hottest Princess,Sexyy Red,127,111,62,30
2024-02-07,Thriller,Michael Jackson,128,130,1,611
2024-02-07,It's Only Me,Lil Baby,129,127,1,68
2024-02-07,Snow Angel,Renee Rapp,130,114,44,3
2024-02-07,Thank Me Later,Drake,131,1,106,-
2024-02-07,For Her,Hunxho,132,106,84,8
2024-02-07,SoulFly,Rod Wave,133,126,1,149
2024-02-07,Greatest Hits,Aerosmith,134,137,36,23
2024-02-07,beerbongs & bentleys,Post Malone,135,1,292,-
2024-02-07,Happier Than Ever,Billie Eilish,136,131,1,131
2024-02-07,Legends Never Die,Juice WRLD,137,125,1,186
2024-02-07,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,138,148,34,228
2024-02-07,Endless Summer Vacation,Miley Cyrus,139,129,3,47
2024-02-07,Confessions,Usher,140,150,1,192
2024-02-07,The Land Is Inhospitable And So Are We,Mitski,141,123,12,20
2024-02-07,Almost Healed,Lil Durk,142,133,3,36
2024-02-07,The Beatles 1967-1970,The Beatles,143,142,1,194
2024-02-07,Greatest Hits,Red Hot Chili Peppers,144,18,313,-
2024-02-07,11:11,Chris Brown,145,128,9,12
2024-02-07,Renaissance,Beyonce,146,132,1,79
2024-02-07,THE BIGGEST (EP),BigXthaPlug,147,135,135,6
2024-02-07,Luv Is Rage 2,Lil Uzi Vert,148,143,1,336
2024-02-07,7220,Lil Durk,149,161,1,96
2024-02-07,Purgatory,Tyler Childers,150,152,71,185
2024-02-07,÷ (Divide),Ed Sheeran,151,149,1,354
2024-02-07,Currents,Tame Impala,152,145,4,145
2024-02-07,Greatest Hits,Bob Seger & The Silver Bullet Band,153,154,8,506
2024-02-07,Stand Alone (EP),Morgan Wallen,154,154,1,-
2024-02-07,Alone At Prom,Tory Lanez,155,140,28,18
2024-02-07,Greatest Hits: The Ultimate Collection,Bon Jovi,156,179,5,329
2024-02-07,Death Race For Love,Juice WRLD,157,141,1,256
2024-02-07,Greatest Hits,blink-182,158,155,6,117
2024-02-07,Summertime Blues,Zach Bryan,159,168,34,46
2024-02-07,Insano,Kid Cudi,160,57,13,3
2024-02-07,All Time Greatest Hits,Lynyrd Skynyrd,161,158,56,245
2024-02-07,Pretty Little Poison,Warren Zeiders,162,164,59,11
2024-02-07,Shoot For The Stars Aim For The Moon,Pop Smoke,163,157,1,182
2024-02-07,Elv1s: 30 #1 Hits,Elvis Presley,164,147,1,180
2024-02-07,Moana,Soundtrack,165,159,2,357
2024-02-07,ROCK-STAR,Stray Kids,166,139,1,12
2024-02-07,[Hybrid Theory],Linkin Park,167,165,2,328
2024-02-07,Cottonwood 2,NLE Choppa,168,151,21,20
2024-02-07,Good Girl Gone Bad,Rihanna,169,167,2,128
2024-02-07,Nothing Was The Same,Drake,170,156,1,498
2024-02-07,The Essential Billy Joel,Billy Joel,171,15,315,-
2024-02-07,Whole Lotta Red,Playboi Carti,172,144,1,140
2024-02-07,Greatest Hits,The Notorious B.I.G.,173,169,1,349
2024-02-07,Cigarettes After Sex,Cigarettes After Sex,174,146,146,45
2024-02-07,Get Rich Or Die Tryin',50 Cent,175,160,1,204
2024-02-07,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,176,134,20,230
2024-02-07,Freudian,Daniel Caesar,177,162,25,107
2024-02-07,Tha Carter III,Lil Wayne,178,177,1,234
2024-02-07,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,179,174,14,180
2024-02-07,A Great Chaos,Ken Carson,180,153,11,14
2024-02-07,?,XXXTENTACION,181,163,1,302
2024-02-07,The Life Of Pablo,Kanye West,182,178,1,195
2024-02-07,Their Greatest Hits 1971-1975,Eagles,183,173,1,437
2024-02-07,21,Adele,184,176,1,597
2024-02-07,Meteora,Linkin Park,185,185,1,157
2024-02-07,=,Ed Sheeran,186,188,1,118
2024-02-07,Flower Boy,Tyler| The Creator,187,170,2,176
2024-02-07,Blood; Hair; And Eyeballs,Alkaline Trio,188,188,1,-
2024-02-07,Hazbin Hotel; Season One (Part 2) (EP),Soundtrack,189,189,1,-
2024-02-07,Unorthodox Jukebox,Bruno Mars,190,182,1,229
2024-02-07,The Forever Story,JID,191,166,12,11
2024-02-07,Fine Line,Harry Styles,192,183,1,211
2024-02-07,Pink Tape,Lil Uzi Vert,193,172,1,31
2024-02-07,Austin,Post Malone,194,175,2,25
2024-02-07,Rodeo,Travis Scott,195,186,3,52
2024-02-07,Pray 4 Love,Rod Wave,196,184,2,193
2024-02-07,I Am Music,Lil Wayne,197,138,25,32
2024-02-07,The Melodic Blue,Baby Keem,198,187,5,123
2024-02-07,Greatest Hits,Creed,199,191,15,91
2024-02-07,Metallica,Metallica,200,193,1,741
2024-02-14,35 Biggest Hits,Toby Keith,1,1,136,-
2024-02-14,One Thing At A Time,Morgan Wallen,2,1,1,49
2024-02-14,SOS,SZA,3,6,1,61
2024-02-14,American Dream,21 Savage,4,2,1,4
2024-02-14,Midnights,Taylor Swift,5,9,1,68
2024-02-14,For All The Dogs,Drake,6,3,1,18
2024-02-14,Stick Season,Noah Kahan,7,4,3,63
2024-02-14,1989 (Taylor's Version),Taylor Swift,8,5,1,15
2024-02-14,Lover,Taylor Swift,9,7,1,233
2024-02-14,Zach Bryan,Zach Bryan,10,8,1,24
2024-02-14,Dangerous: The Double Album,Morgan Wallen,11,10,1,161
2024-02-14,Utopia,Travis Scott,12,12,1,28
2024-02-14,Hazbin Hotel; Season One,Soundtrack,13,13,1,-
2024-02-14,Folklore,Taylor Swift,14,13,1,185
2024-02-14,reputation,Taylor Swift,15,16,1,281
2024-02-14,Guts,Olivia Rodrigo,16,17,1,22
2024-02-14,American Heartbreak,Zach Bryan,17,14,5,90
2024-02-14,Pink Friday 2,Nicki Minaj,18,11,1,9
2024-02-14,Genesis,Peso Pluma,19,15,3,33
2024-02-14,Think Later,Tate McRae,20,21,4,9
2024-02-14,Pa Las Baby's y Belikeada,Fuerza Regida,21,18,14,16
2024-02-14,Gettin' Old,Luke Combs,22,31,4,46
2024-02-14,Take Care,Drake,23,23,1,571
2024-02-14,Nadie Sabe Lo Que Va A Pasar Manana,Bad Bunny,24,19,1,17
2024-02-14,Speak Now (Taylor's Version),Taylor Swift,25,26,1,31
2024-02-14,Evermore,Taylor Swift,26,34,1,165
2024-02-14,Nostalgia,Rod Wave,27,22,1,21
2024-02-14,Red (Taylor's Version),Taylor Swift,28,33,1,117
2024-02-14,Un Verano Sin Ti,Bad Bunny,29,27,1,92
2024-02-14,Ctrl,SZA,30,38,3,348
2024-02-14,Sour,Olivia Rodrigo,31,32,1,142
2024-02-14,Barbie: The Album,Soundtrack,32,35,2,29
2024-02-14,My Turn,Lil Baby,33,30,1,206
2024-02-14,Heroes & Villains,Metro Boomin,34,29,1,62
2024-02-14,Orquideas,Kali Uchis,35,20,2,4
2024-02-14,Curtain Call: The Hits,Eminem,36,28,1,670
2024-02-14,Endless Summer Vacation,Miley Cyrus,37,139,3,48
2024-02-14,Legend: The Best Of Bob Marley And The Wailers,Bob Marley And The Wailers,38,57,5,821
2024-02-14,Rumours,Fleetwood Mac,39,44,1,567
2024-02-14,Diamonds,Elton John,40,40,7,326
2024-02-14,Starboy,The Weeknd,41,39,1,327
2024-02-14,Religiously. The Album.,Bailey Zimmerman,42,41,7,39
2024-02-14,Greatest Hits: The Show Dog Years,Toby Keith,43,43,1,-
2024-02-14,Scarlet,Doja Cat,44,37,4,20
2024-02-14,This One's For You,Luke Combs,45,49,4,349
2024-02-14,Certified Lover Boy,Drake,46,46,1,127
2024-02-14,Chronicle: The 20 Greatest Hits,Creedence Clearwater Revival,47,47,18,680
2024-02-14,I've Tried Everything But Therapy (Part I),Teddy Swims,48,45,43,18
2024-02-14,Her Loss,Drake & 21 Savage,49,48,1,66
2024-02-14,Greatest Hits,Queen,50,50,8,581
2024-02-14,Born To Die,Lana Del Rey,51,65,2,522
2024-02-14,Hollywood's Bleeding,Post Malone,52,1,219,-
2024-02-14,Scorpion,Drake,53,51,1,293
2024-02-14,DAMN.,Kendrick Lamar,54,52,1,356
2024-02-14,good kid; m.A.A.d city,Kendrick Lamar,55,54,2,589
2024-02-14,The Highlights,The Weeknd,56,53,2,151
2024-02-14,Blonde,Frank Ocean,57,55,1,368
2024-02-14,Whitsitt Chapel,Jelly Roll,58,60,3,36
2024-02-14,Tracy Chapman,Tracy Chapman,59,1,62,-
2024-02-14,Graduation,Kanye West,60,58,1,314
2024-02-14,Views,Drake,61,62,1,404
2024-02-14,Higher,Chris Stapleton,62,56,3,13
2024-02-14,Fearless (Taylor's Version),Taylor Swift,63,73,1,135
2024-02-14,If I Know Me,Morgan Wallen,64,61,10,280
2024-02-14,1989,Taylor Swift,65,67,1,478
2024-02-14,Journey's Greatest Hits,Journey,66,59,10,791
2024-02-14,Manana Sera Bonito,Karol G,67,64,1,50
2024-02-14,ASTROWORLD,Travis Scott,68,69,1,288
2024-02-14,Goodbye & Good Riddance,Juice WRLD,69,63,4,299
2024-02-14,2014 Forest Hills Drive,J. Cole,70,66,1,479
2024-02-14,Golden,Jung Kook,71,71,2,14
2024-02-14,After Hours,The Weeknd,72,68,1,127
2024-02-14,ANTI,Rihanna,73,74,1,406
2024-02-14,Traveller,Chris Stapleton,74,70,1,439
2024-02-14,What You See Is What You Get,Luke Combs,75,82,1,222
2024-02-14,Hozier,Hozier,76,79,2,304
2024-02-14,The Best Of Nickelback: Volume 1,Nickelback,77,78,21,174
2024-02-14,I Never Liked You,Future,78,80,1,93
2024-02-14,Pretty Little Poison,Warren Zeiders,79,162,59,12
2024-02-14,T R A P S O U L,Bryson Tiller,80,85,8,357
2024-02-14,20 Number Ones,Thomas Rhett,81,84,22,19
2024-02-14,Trolls: Band Together,Soundtrack,82,72,43,12
2024-02-14,Channel Orange,Frank Ocean,83,75,2,164
2024-02-14,Hamilton: An American Musical,Original Broadway Cast,84,92,2,437
2024-02-14,Harry's House,Harry Styles,85,90,1,90
2024-02-14,The Mockingbird & The Crow,HARDY,86,81,4,55
2024-02-14,Manana Sera Bonito (Bichota Season),Karol G,87,94,3,26
2024-02-14,More Life,Drake,88,86,1,343
2024-02-14,El Comienzo,Grupo Frontera,89,76,34,27
2024-02-14,Nevermind,Nirvana,90,91,1,656
2024-02-14,TEC,Lil Tecca,91,77,11,18
2024-02-14,Confessions,Usher,92,140,1,193
2024-02-14,Doo-Wops & Hooligans,Bruno Mars,93,108,3,662
2024-02-14,The Ceremony,Kevin Gates,94,24,24,2
2024-02-14,Bell Bottom Country,Lainey Wilson,95,118,51,64
2024-02-14,Starting Over,Chris Stapleton,96,88,3,169
2024-02-14,Did You Know That There's A Tunnel Under Ocean Blvd,Lana Del Rey,97,3,37,-
2024-02-14,Over It,Summer Walker,98,97,2,227
2024-02-14,$ad Boyz 4 Life II,Junior H,99,89,14,18
2024-02-14,Savage Mode II,21 Savage & Metro Boomin,100,99,1,140
2024-02-14,The Hunger Games: The Ballad Of Songbirds & Snakes,Soundtrack,101,68,7,-
2024-02-14,The Essential Michael Jackson,Michael Jackson,102,112,31,460
2024-02-14,The Beatles 1962-1966,The Beatles,103,98,3,188
2024-02-14,DS2,Future,104,107,1,253
2024-02-14,Wasteland,Brent Faiyaz,105,105,2,83
2024-02-14,Leather,Cody Johnson,106,116,18,12
2024-02-14,The Essential Billy Joel,Billy Joel,107,171,15,316
2024-02-14,Future Nostalgia,Dua Lipa,108,126,3,199
2024-02-14,50 Number Ones,George Strait,109,120,1,270
2024-02-14,Greatest Hits,2Pac,110,104,3,508
2024-02-14,AM,Arctic Monkeys,111,101,6,289
2024-02-14,When We All Fall Asleep; Where Do We Go?,Billie Eilish,112,124,1,254
2024-02-14,My Beautiful Dark Twisted Fantasy,Kanye West,113,109,1,257
2024-02-14,Emails I Can't Send,Sabrina Carpenter,114,83,23,20
2024-02-14,Greatest Hits,Tom Petty And The Heartbreakers,115,106,2,552
2024-02-14,Elisabeth,Zach Bryan,116,113,83,35
2024-02-14,Greatest Hits,Pitbull,117,119,102,143
2024-02-14,The Fame,Lady Gaga,118,100,2,352
2024-02-14,A Gift & A Curse,Gunna,119,96,3,34
2024-02-14,Larger Than Life,Brent Faiyaz,120,111,11,15
2024-02-14,Teenage Dream,Katy Perry,121,114,1,359
2024-02-14,Greatest Hits,Foo Fighters,122,122,11,245
2024-02-14,Thriller,Michael Jackson,123,128,1,612
2024-02-14,Planet Her,Doja Cat,124,117,2,137
2024-02-14,Greatest Hits,Guns N' Roses,125,115,3,662
2024-02-14,IGOR,Tyler| The Creator,126,125,1,226
2024-02-14,Amar,BigXthaPlug,127,110,99,26
2024-02-14,Greatest Hits,Red Hot Chili Peppers,128,144,18,314
2024-02-14,The Very Best Of Daryl Hall  John Oates,Daryl Hall  John Oates,129,138,34,229
2024-02-14,Bluebird Days,Jordan Davis,130,121,19,46
2024-02-14,Gold: Greatest Hits,ABBA,131,123,25,312
2024-02-14,Happier Than Ever,Billie Eilish,132,136,1,132
2024-02-14,It's Only Me,Lil Baby,133,129,1,69
2024-02-14,Lonely Boy,Scrim,134,134,1,-
2024-02-14,beerbongs & bentleys,Post Malone,135,135,1,293
2024-02-14,For Her,Hunxho,136,132,84,9
2024-02-14,SoulFly,Rod Wave,137,133,1,150
2024-02-14,[Hybrid Theory],Linkin Park,138,167,2,329
2024-02-14,Renaissance,Beyonce,139,146,1,80
2024-02-14,Luv Is Rage 2,Lil Uzi Vert,140,148,1,337
2024-02-14,÷ (Divide),Ed Sheeran,141,151,1,355
2024-02-14,I Am Music,Lil Wayne,142,197,25,33
2024-02-14,Legends Never Die,Juice WRLD,143,137,1,187
2024-02-14,Hood Hottest Princess,Sexyy Red,144,127,62,31
2024-02-14,7220,Lil Durk,145,149,1,97
2024-02-14,Greatest Hits,Aerosmith,146,134,36,24
2024-02-14,Michael,Killer Mike,147,58,3,-
2024-02-14,The Land Is Inhospitable And So Are We,Mitski,148,141,12,21
2024-02-14,Purgatory,Tyler Childers,149,150,71,186
2024-02-14,All Time Greatest Hits,Lynyrd Skynyrd,150,161,56,246
2024-02-14,Their Greatest Hits 1971-1975,Eagles,151,183,1,438
2024-02-14,Greatest Hits,Bob Seger & The Silver Bullet Band,152,153,8,507
2024-02-14,Greatest Hits,The Notorious B.I.G.,153,173,1,350
2024-02-14,Summertime Blues,Zach Bryan,154,159,34,47
2024-02-14,11:11,Chris Brown,155,145,9,13
2024-02-14,Band On The Run,Paul McCartney And Wings,156,1,121,-
2024-02-14,Almost Healed,Lil Durk,157,142,3,37
2024-02-14,Unorthodox Jukebox,Bruno Mars,158,190,1,230
2024-02-14,The Beatles 1967-1970,The Beatles,159,143,1,195
2024-02-14,All Is Yellow,Lyrical Lemonade,160,43,43,2
2024-02-14,Alone At Prom,Tory Lanez,161,155,28,19
2024-02-14,Death Race For Love,Juice WRLD,162,157,1,257
2024-02-14,Currents,Tame Impala,163,152,4,146
2024-02-14,Meteora,Linkin Park,164,185,1,158
2024-02-14,Elv1s: 30 #1 Hits,Elvis Presley,165,164,1,181
2024-02-14,The Life Of Pablo,Kanye West,166,182,1,196
2024-02-14,Greatest Hits: The Ultimate Collection,Bon Jovi,167,156,5,330
2024-02-14,Nothing Was The Same,Drake,168,170,1,499
2024-02-14,Shoot For The Stars Aim For The Moon,Pop Smoke,169,163,1,183
2024-02-14,Moana,Soundtrack,170,165,2,358
2024-02-14,I Will Always Love You: The Best Of Whitney Houston,Whitney Houston,171,179,14,181
2024-02-14,Divinely Uninspired To A Hellish Extent,Lewis Capaldi,172,176,20,231
2024-02-14,Freudian,Daniel Caesar,173,177,25,108
2024-02-14,Get Rich Or Die Tryin',50 Cent,174,175,1,205
2024-02-14,Good Girl Gone Bad,Rihanna,175,169,2,129
2024-02-14,Cigarettes After Sex,Cigarettes After Sex,176,174,146,46
2024-02-14,21,Adele,177,184,1,598
2024-02-14,Whole Lotta Red,Playboi Carti,178,172,1,141
2024-02-14,Greatest Hits,blink-182,179,158,6,118
2024-02-14,Greatest Hits,Creed,180,199,15,92
2024-02-14,THE BIGGEST (EP),BigXthaPlug,181,147,135,7
2024-02-14,ROCK-STAR,Stray Kids,182,166,1,13
2024-02-14,Cottonwood 2,NLE Choppa,183,168,21,21
2024-02-14,Saviors,Green Day,184,87,4,3
2024-02-14,Tha Carter III,Lil Wayne,185,178,1,235
2024-02-14,Fine Line,Harry Styles,186,192,1,212
2024-02-14,Rodeo,Travis Scott,187,195,3,53
2024-02-14,Number One Hits,Tim McGraw,188,27,253,-
2024-02-14,Ultraviolence,Lana Del Rey,189,1,55,-
2024-02-14,Flower Boy,Tyler| The Creator,190,187,2,177
2024-02-14,The Record,boygenius,191,4,15,-
2024-02-14,?,XXXTENTACION,192,181,1,303
2024-02-14,Pray 4 Love,Rod Wave,193,196,2,194
2024-02-14,A Great Chaos,Ken Carson,194,180,11,15
2024-02-14,The Melodic Blue,Baby Keem,195,198,5,124
2024-02-14,=,Ed Sheeran,196,186,1,119
2024-02-14,Greatest Hits,Fleetwood Mac,197,14,277,-
2024-02-14,Indigo,Chris Brown,198,1,182,-
2024-02-14,Back In Black,AC/DC,199,4,593,-
2024-02-14,YHLQMDLG,Bad Bunny,200,2,193,-
2024-02-21,Vultures 1,¥$: Ye & Ty Dolla $ign,1,1,1,-
2024-02-21,Coming Home,Usher,2,2,1,-
2024-02-21,Stick Season,Noah Kahan,3,7,3,64
2024-02-21,One Thing At A Time,Morgan Wallen,4,2,1,50
2024-02-21,SOS,SZA,5,3,1,62
2024-02-21,1989 (Taylor's Version),Taylor Swift,6,8,1,16
2024-02-21,Lover,Taylor Swift,7,9,1,234
2024-02-21,Midnights,Taylor Swift,8,5,1,69
2024-02-21,35 Biggest Hits,Toby Keith,9,1,1,137
2024-02-21,For All The Dogs,Drake,10,6,1,19
2024-02-21,American Dream,21 Savage,11,4,1,5
2024-02-21,Zach Bryan,Zach Bryan,12,10,1,25
2024-02-21,Dangerous: The Double Album,Morgan Wallen,13,11,1,162
2024-02-21,The Highlights,The Weeknd,14,56,2,152
2024-02-21,Confessions,Usher,15,92,1,194
2024-02-21,Folklore,Taylor Swift,16,14,1,186
2024-02-21,Utopia,Travis Scott,17,12,1,29
2024-02-21,Hazbin Hotel; Season One,Soundtrack,18,13,13,2
2024-02-21,The Diamond Collection,Post Malone,19,16,13,-
2024-02-21,reputation,Taylor Swift,20,15,1,282
2024-02-21,Guts,Olivia Rodrigo,21,16,1,23
2024-02-21,American Heartbreak,Zach Bryan,22,17,5,91
2024-02-21,Genesis,Peso Pluma,23,19,3,34
2024-02-21,Pink Friday 2,Nicki Minaj,24,18,1,10
